12,12,18,15,9,10,9,13,11,10,11,12,11,10,8,13,8,14,13,13,10,13,11,12,11,10,14,14,12,13,10,11,10,13,13,14,11,58,24,24,22,19,21,14,11,18,17,18,162,184,317,500,432,639,328,464,419,561,624,341,204,90,106,163,71,62,57,59,47,61,73,44,31,73,45,22,21,19,15,13,13,13,28,24,196,166,98,104,131,101,151,406,402,312,215,350,398,325,182,377,191,196,79,158,200,127,65,127,102,61,28,40,18,23,26,17,15,12,10,8,15,7,10,13,11,7,14,14,14,13,14,14,10,11,11,13,15,12,12,10,13,10,7,9,11,9,13,12,12,11,9,8,11,14,8,9,8,11,13,16,14,11,11,9,12,9,6,9,12,11,4,14
9,14,11,9,11,12,10,10,11,10,10,14,11,10,13,12,9,10,11,11,12,8,7,10,9,10,14,13,10,9,11,10,12,11,11,11,10,26,18,34,28,22,16,24,18,30,75,144,155,286,354,501,242,552,526,414,405,336,358,173,62,33,53,46,41,47,50,52,54,22,17,83,115,55,41,27,8,14,10,17,24,12,66,89,93,91,139,86,224,265,136,85,178,258,191,147,231,218,170,143,124,126,73,121,66,28,62,45,18,19,13,15,17,18,23,26,20,12,10,10,6,11,11,11,13,15,8,13,17,8,12,7,13,16,13,7,5,17,7,18,15,10,13,13,18,15,9,9,13,18,8,0,13,18,6,5,10,6,13,8,13,7,11,9,15,12,10,11,16,15,11,10
9,13,11,12,14,14,15,14,18,19,24,15,11,12,11,16,16,18,13,17,18,12,11,10,13,13,14,14,11,12,13,9,12,13,9,11,11,14,13,15,14,33,23,24,21,27,26,17,18,20,39,106,120,293,428,383,456,377,388,441,356,337,303,168,104,27,30,21,28,23,26,26,26,24,28,51,25,18,23,14,14,14,11,42,81,92,73,86,67,27,79,60,137,187,216,148,291,246,247,192,217,307,234,149,193,251,132,117,66,96,54,31,31,19,12,13,34,38,139,60,32,11,3,5,14,12,1,13,8,12,15,8,7,11,14,10,4,11,7,11,14,15,9,12,11,9,10,6,12,10,8,12,11,11,10,13,13,8,13,14,11,12,13,9,13,9,10,13,10,9,13,9
10,11,10,11,12,11,12,10,10,13,15,9,11,10,13,8,11,15,14,10,12,8,12,8,10,13,12,13,0,11,12,15,8,8,11,15,14,4,31,41,48,26,35,26,20,17,50,140,226,378,390,504,361,520,492,512,463,491,385,241,107,71,35,26,14,39,38,36,33,47,39,26,18,39,59,40,13,10,10,13,10,13,16,16,18,13,82,193,163,196,190,168,398,385,351,255,325,340,207,174,223,170,148,142,137,115,32,79,50,23,16,33,24,5,11,14,9,10,14,13,9,13,13,11,8,10,11,14,14,11,10,12,11,14,9,15,8,13,14,11,13,10,14,14,12,13,13,11,15,13,14,12,7,11,9,15,7,14,6,9,10,9,11,12,14,10,12,11,11,13,12,11
9,14,13,12,14,14,12,8,8,11,10,11,8,7,11,12,13,12,10,10,11,13,6,9,8,13,16,9,11,11,8,15,12,12,16,14,16,14,13,11,13,11,11,15,13,11,18,10,15,14,11,12,10,10,12,14,24,36,31,18,32,24,24,17,40,148,313,317,582,550,565,570,530,532,679,640,393,167,61,28,24,46,51,44,44,53,95,45,76,117,163,108,95,34,22,24,41,16,9,14,59,152,132,104,145,243,317,224,233,389,407,188,260,402,206,164,339,234,124,225,177,106,178,118,48,101,30,15,21,16,6,8,10,5,7,14,8,7,14,5,12,13,12,8,9,11,14,2,13,10,12,12,11,10,11,7,9,11,14,10,10,14,12,10,9,13,8,6,12,13,11,14
7,13,11,8,8,15,15,12,15,14,15,6,9,15,13,13,11,15,10,8,12,11,11,9,11,9,13,11,9,13,11,7,12,12,12,10,9,12,12,10,10,13,10,10,12,12,9,10,13,12,10,9,20,27,18,21,20,19,22,18,14,81,196,344,428,473,557,469,737,635,542,696,539,299,296,125,38,44,74,62,54,58,54,38,88,107,72,66,17,13,8,12,12,14,12,12,14,12,16,11,10,30,133,177,195,98,219,288,168,270,280,278,137,194,232,194,176,166,162,146,145,114,78,146,27,22,18,14,17,13,19,7,13,12,12,8,13,7,15,8,13,12,7,12,11,9,11,13,13,10,13,18,16,13,10,10,9,17,9,10,14,15,5,11,13,13,13,10,11,13,12,7
11,15,14,10,15,12,11,9,10,13,11,12,14,13,10,9,14,10,12,11,13,7,13,14,10,12,10,9,12,14,13,11,11,12,13,14,13,9,13,10,9,12,8,11,13,13,11,16,14,12,9,8,11,15,7,11,11,12,13,11,14,12,17,14,13,14,8,5,13,9,11,39,24,16,15,22,21,16,16,15,44,200,278,335,300,554,640,786,515,691,552,471,371,229,69,48,55,41,32,51,48,42,57,40,98,144,135,102,42,16,15,11,9,7,14,8,15,15,51,219,280,91,173,150,315,233,186,232,228,186,164,184,73,136,152,122,124,142,109,127,172,86,33,37,18,17,17,17,11,9,15,16,10,14,6,10,15,11,10,14,12,14,7,5,12,12,11,11,14,10,13,11
10,7,12,17,11,10,13,12,7,9,10,11,8,11,13,11,12,10,10,11,12,10,15,11,9,11,10,12,8,11,14,13,11,14,12,12,7,14,15,8,13,10,12,10,12,11,34,54,18,22,28,25,10,25,75,315,485,501,566,653,848,786,757,709,782,602,577,436,142,86,50,18,30,51,41,36,44,33,73,132,117,103,56,40,18,14,12,19,17,15,16,11,11,12,26,196,171,206,181,189,264,185,212,260,216,143,181,130,151,145,126,88,129,76,33,68,75,25,22,24,27,14,19,17,14,12,12,13,14,12,11,12,11,10,5,10,10,14,12,9,9,5,13,14,12,7,12,12,12,12,11,13,12,14,13,12,10,11,11,9,10,14,12,13,10,10,13,13,10,12,14,12
10,12,13,14,13,11,14,9,13,14,10,10,14,8,12,14,11,14,11,14,10,13,10,12,11,11,8,14,10,11,13,11,9,7,13,13,12,13,17,14,11,9,7,12,13,14,9,12,12,8,8,11,14,11,15,8,13,10,11,10,8,17,44,38,38,22,22,26,53,76,63,121,156,420,645,921,614,657,811,673,840,691,505,328,165,79,63,71,53,76,57,72,70,49,22,83,123,164,118,86,38,22,17,13,18,6,13,19,10,14,15,13,45,267,644,376,577,449,419,369,601,553,615,616,327,536,406,300,294,435,249,232,216,188,115,131,127,88,60,95,51,13,27,12,5,9,15,14,15,12,12,13,3,15,14,12,10,12,10,12,11,13,11,10,12,12,12,9,14,9,11,14
11,8,8,14,14,10,13,10,16,12,11,10,6,9,11,13,11,13,8,9,12,8,12,14,9,10,10,11,12,9,10,13,10,13,16,14,9,13,13,12,4,15,14,32,27,14,22,20,22,20,23,21,26,21,23,254,285,608,582,602,829,737,674,765,606,453,166,79,42,41,31,36,40,60,77,110,176,199,152,98,60,30,28,36,41,41,33,27,22,13,13,15,14,190,423,751,797,270,744,786,767,338,586,764,552,534,468,510,516,247,244,296,165,139,229,240,142,186,210,166,149,48,82,40,34,40,25,26,14,20,22,16,13,12,13,20,1,1,9,11,11,10,7,11,9,14,17,20,18,18,12,14,18,13,17,31,27,18,17,10,13,9,8,10,13,13,17,16,11,10,9,9
